section,question_number,main_question,full_question,sub_question,option_1,option_2,option_3,option_4,correct_option,feedback_1,feedback_2,feedback_3,feedback_4,min_value,max_value,solution,image_url,units,Unnamed: 19
Calculus,4,Integrate the equation 1,Integrate the equation: $a''(t) = 0.5$ and find $a(t)$ when $t=3$ assuming $a'(0)=0$ and $a(0)=0$,How do you integrate an equation in the form $y'(t)=x^n$ (n cannot equal -1)?,Integral Transfer Function: $nx^{n-1}+C$,Integral Transfer Function: $xnt^{n-1}$,Integral Transfer Function: $\frac{x}{n+1}t^{n+1}+C$,Integral Transfer Function: $xn^{x-1}+C$,3,"Incorrect, this is the power rule for differentiation, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $x^n$ is $x^{n+1}/(n+1)+C$.","Incorrect, exponent and base relationship is wrong.",2.25,2.25,1. Acceleration satisfies $a''(t) = 0.5.$ 2. Integrate to find $a'(t)$: $a'(t) = \int 0.5dt = 0.5t + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = 0.5t$ 4. Integrate to find $a(t)$: $a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2}$ 5. Apply initial condition $a(0)=0$: $0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = 0.25t^2$ 6. Evaluate at $t=3$: $a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25$,,No units,
Calculus,4,Integrate the equation 1,Integrate the equation: $a''(t) = 0.5$ and find $a(t)$ when $t=3$ assuming $a'(0)=0$ and $a(0)=0$,What is the integral of $a''(t)=0.5$?,$a'(t)=0.5+a'(0)$,$a'(t)=t+a'(0)$,$a'(t)=0.25t+a'(0)$,$a'(t)=0.5t+a'(0)$,4,"Incorrect, integrating 0.5 yields 0.5t, not a constant.","Incorrect, you treated 0.5 as variable 1.","Incorrect, coefficient of t is off by factor of 2.","Correct, $\int0.5, dt = 0.5t + C$.",2.25,2.25,1. Acceleration satisfies $a''(t) = 0.5.$ 2. Integrate to find $a'(t)$: $a'(t) = \int 0.5dt = 0.5t + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = 0.5t$ 4. Integrate to find $a(t)$: $a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2}$ 5. Apply initial condition $a(0)=0$: $0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = 0.25t^2$ 6. Evaluate at $t=3$: $a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25$,,No units,
Calculus,4,Integrate the equation 1,Integrate the equation: $a''(t) = 0.5$ and find $a(t)$ when $t=3$ assuming $a'(0)=0$ and $a(0)=0$,What is the second integral of $a''(t)=0.5$?,$a(t)=0.5t^3+a'(0)t^2+a(0)$,$a(t)=t^2+a'(0)+a(0)$,$a(t)=0.25t^2+a'(0)t+a(0)$,$a(t)=0.5t^2+a'(0)t+a(0)$,3,"$Incorrect, integrating 0.5t gives 0.25t^2, not cubic term.$","Incorrect, exponent and coefficient are wrong.","Correct, $\int(0.5t), dt = 0.25t^2 + C_1t + C_0$.","$Incorrect, coefficient of t^2 should be 0.25, not 0.5.$",2.25,2.25,1. Acceleration satisfies $a''(t) = 0.5.$ 2. Integrate to find $a'(t)$: $a'(t) = \int 0.5dt = 0.5t + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = 0.5t$ 4. Integrate to find $a(t)$: $a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2}$ 5. Apply initial condition $a(0)=0$: $0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = 0.25t^2$ 6. Evaluate at $t=3$: $a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25$,,No units,
Calculus,4,Integrate the equation 1,Integrate the equation: $a''(t) = 0.5$ and find $a(t)$ when $t=3$ assuming $a'(0)=0$ and $a(0)=0$,What is the value of $a(t)$ when $t=3$?,,,,,,,,,,2.25,2.25,1. Acceleration satisfies $a''(t) = 0.5.$ 2. Integrate to find $a'(t)$: $a'(t) = \int 0.5dt = 0.5t + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = 0.5t$ 4. Integrate to find $a(t)$: $a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2}$ 5. Apply initial condition $a(0)=0$: $0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = 0.25t^2$ 6. Evaluate at $t=3$: $a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25$,,No units,
Calculus,5,Integrate the equation 2,Integrate the equation: $a''(t) = \frac{2}{3}t$ and find $a(t)$ when $t=4$ assuming $a'(0)=0$ and $a(0)=0$,How do you integrate an equation in the form $y'(t)=x^n$ (n cannot equal -1)?,Integral Transfer Function: $nx^{n-1}+C$,Integral Transfer Function: $xnt^{n-1}$,Integral Transfer Function: $\frac{x}{n+1}t^{n+1}+C$,Integral Transfer Function: $xn^{x-1}+C$,3,"Incorrect, that is the differentiation rule, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $x^n$ is $\frac{x^{n+1}}{n+1} + C$.","Incorrect, exponent and base relationship is wrong.",7.1,7.12,1. Acceleration satisfies $a''(t) = \frac{2}{3}t.$ 2. Integrate to find $a'(t)$: $a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = \frac{1}{3}t^2.$ 4. Integrate to find $a(t)$:= $a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}.$ 5. Apply initial condition $a(0)=0$: $0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = \frac{1}{9}t^3.$ 6. Evaluate at $t=4$: $a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}.$,,No units,
Calculus,5,Integrate the equation 2,Integrate the equation: $a''(t) = \frac{2}{3}t$ and find $a(t)$ when $t=4$ assuming $a'(0)=0$ and $a(0)=0$,What is the integral of $a''(t) = \frac{2}{3}t$?,$a'(t)=3t^2 + a'(0)$,$a'(t)=\tfrac{1}{3}t^2 + a'(0)$,$a'(t)=\tfrac{3}{2}t^2 + a'(0)$,$a'(t)=\tfrac{4}{3}t^3 + a'(0)$,2,"Incorrect, integrating $\frac{2}{3}t$ gives $\frac{1}{3}t^2$, not $3t^2$.","Correct, $\int \frac{2}{3}t, dt = \frac{1}{3}t^2 + C$.","Incorrect, coefficient is wrong by factor of $\frac{9}{2}$.","Incorrect, exponent increase is miscalculated.",7.1,7.12,1. Acceleration satisfies $a''(t) = \frac{2}{3}t.$ 2. Integrate to find $a'(t)$: $a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = \frac{1}{3}t^2.$ 4. Integrate to find $a(t)$:= $a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}.$ 5. Apply initial condition $a(0)=0$: $0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = \frac{1}{9}t^3.$ 6. Evaluate at $t=4$: $a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}.$,,No units,
Calculus,5,Integrate the equation 2,Integrate the equation: $a''(t) = \frac{2}{3}t$ and find $a(t)$ when $t=4$ assuming $a'(0)=0$ and $a(0)=0$,What is the second integral of $a''(t)=\tfrac{2}{3}t$?,$a(t)=\tfrac{1}{9}t^3 + a'(0)t + a(0)$,$a(t)=\tfrac{1}{3}t^2 + a'(0)t + a(0)$,$a(t)=\tfrac{3}{2}t^2 + a'(0)t + a(0)$,$a(t)=\tfrac{4}{3}t^3 + a'(0)t + a(0)$,1,"Correct, $\int (\tfrac{1}{3}t^2), dt = \frac{1}{9}t^3 + C_1t + C_0$.","Incorrect, this skips a power in integration.","Incorrect, exponent and coefficient are wrong.","Incorrect, variable and exponent application is wrong.",7.1,7.12,1. Acceleration satisfies $a''(t) = \frac{2}{3}t.$ 2. Integrate to find $a'(t)$: $a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = \frac{1}{3}t^2.$ 4. Integrate to find $a(t)$:= $a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}.$ 5. Apply initial condition $a(0)=0$: $0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = \frac{1}{9}t^3.$ 6. Evaluate at $t=4$: $a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}.$,,No units,
Calculus,5,Integrate the equation 2,Integrate the equation: $a''(t) = \frac{2}{3}t$ and find $a(t)$ when $t=4$ assuming $a'(0)=0$ and $a(0)=0$,What is the value of $a(t)$ when $t=4$?,,,,,,,,,,7.1,7.12,1. Acceleration satisfies $a''(t) = \frac{2}{3}t.$ 2. Integrate to find $a'(t)$: $a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}.$ 3. Apply initial condition $a'(0)=0$: $0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0$ hence $a'(t) = \frac{1}{3}t^2.$ 4. Integrate to find $a(t)$:= $a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}.$ 5. Apply initial condition $a(0)=0$: $0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0$ hence $a(t) = \frac{1}{9}t^3.$ 6. Evaluate at $t=4$: $a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}.$,,No units,
Calculus,6,Integrate the equation 3,Integrate the equation: $a''(t) = t^2 + 12t - 3$ and find $a(t)$ when $t=6$ assuming $a'(0)=0$ and $a(0)=0$,How do you integrate an equation in the form $y'(t)=x^n$ (n cannot equal -1)?,Integral Transfer Function: $nx^{n-1}+C$,Integral Transfer Function: $xnt^{n-1}$,Integral Transfer Function: $\frac{x}{n+1}t^{n+1}+C$,Integral Transfer Function: $xn^{x-1}+C$,3,"Incorrect, this is the power rule for differentiation, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $x^n$ is $x^{n+1}/(n+1) + C$.","Incorrect, exponent and base relationship is wrong.",486,486,"1. Integrate $a''(t)$ to find $a'(t)$: $a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1}$Apply the initial condition$a'(0)=0$:$0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0$Therefore,$a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t$2. Integrate$a'(t)$to find$a(t)$:$a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2}$Apply the initial condition$a(0)=0$:$0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0.$Thus,$a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2}$3. Evaluate$a(6)$:$a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2}$Compute each term:$\frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54$Therefore,$a(6) = 108 + 432 - 54 = 486$",,m/s^2,
Calculus,6,Integrate the equation 3,Integrate the equation: $a''(t) = t^2 + 12t - 3$ and find $a(t)$ when $t=6$ assuming $a'(0)=0$ and $a(0)=0$,What is the integral of $a''(t) = t^2 + 12t - 3$?,$a'(t)=\tfrac{1}{3}t^2 + 6t - 3t + a'(0)$,$a'(t)=\tfrac{1}{3}t^3 + 6t^2 - 3t + a'(0)$,$a'(t)=\tfrac{1}{4}t^4 + 12t^2 - 3t + a'(0)$,$a'(t)=\tfrac{1}{3}t + 12 - 3 + a'(0)$,2,"Incorrect, $\int t^2, dt = \frac{1}{3}t^3$, not $t^2$.","Correct, $\int(t^2+12t-3), dt = \frac{1}{3}t^3 + 6t^2 - 3t + C$.","Incorrect, integrating $12t$ yields $6t^2$, not $12t^2$.","Incorrect, integrating $t^2$ yields a cubic term, not linear.",486,486,"1. Integrate $a''(t)$ to find $a'(t)$: $a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1}$Apply the initial condition$a'(0)=0$:$0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0$Therefore,$a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t$2. Integrate$a'(t)$to find$a(t)$:$a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2}$Apply the initial condition$a(0)=0$:$0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0.$Thus,$a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2}$3. Evaluate$a(6)$:$a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2}$Compute each term:$\frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54$Therefore,$a(6) = 108 + 432 - 54 = 486$",,m/s^2,
Calculus,6,Integrate the equation 3,Integrate the equation: $a''(t) = t^2 + 12t - 3$ and find $a(t)$ when $t=6$ assuming $a'(0)=0$ and $a(0)=0$,What is the second integral of $a''(t)=t^2+12t-3$?,$a(t)=\tfrac{1}{3}t^2 + 6t - 3t + a'(0)t + a(0)$,$a(t)=\tfrac{1}{3}t^4 + 6t^3 - 3t^2 + a'(0)t + a(0)$,$a(t)=\tfrac{1}{12}t^4 + 2t^3 - \tfrac{3}{2}t^2 + a'(0)t + a(0)$,$a(t)=\tfrac{1}{3}t^3 + 12t^2 - 3t + a'(0)t + a(0)$,3,"Incorrect, integrating a cubic yields a quartic term, not quadratic.","Incorrect, exponent for the first term should be 4, not 4 with coefficient 1/3.","Correct, $\int(\tfrac{1}{3}t^3+6t^2-3t), dt = \frac{1}{12}t^4 + 2t^3 - \frac{3}{2}t^2 + C_1t + C_0$.","Incorrect, coefficient for $t^3$ term should be $1/12$, not $1/3$.",486,486,"1. Integrate $a''(t)$ to find $a'(t)$: $a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1}$Apply the initial condition$a'(0)=0$:$0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0$Therefore,$a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t$2. Integrate$a'(t)$to find$a(t)$:$a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2}$Apply the initial condition$a(0)=0$:$0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0.$Thus,$a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2}$3. Evaluate$a(6)$:$a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2}$Compute each term:$\frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54$Therefore,$a(6) = 108 + 432 - 54 = 486$",,m/s^2,
Calculus,6,Integrate the equation 3,Integrate the equation: $a''(t) = t^2 + 12t - 3$ and find $a(t)$ when $t=6$ assuming $a'(0)=0$ and $a(0)=0$,What is the value of $a(t)$ when $t=6$?,,,,,,,,,,486,486,"1. Integrate $a''(t)$ to find $a'(t)$: $a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1}$Apply the initial condition$a'(0)=0$:$0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0$Therefore,$a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t$2. Integrate$a'(t)$to find$a(t)$:$a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2}$Apply the initial condition$a(0)=0$:$0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0.$Thus,$a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2}$3. Evaluate$a(6)$:$a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2}$Compute each term:$\frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54$Therefore,$a(6) = 108 + 432 - 54 = 486$",,m/s^2,
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $t = 2.5$ seconds?",What is the equation for acceleration?,$a=4t^2$,$a=4$,$a=3$,$a=3t$,3,"$Incorrect, the graph shows constant acceleration of 3 m/s^2.$","$Incorrect, the graph shows acceleration of 3 m/s^2 not 4.$","Correct, the acceleration is constant at $3\mathrm{m/s}^2$.","Incorrect, acceleration is constant not increasing with time.",7.5,7.5,"1. Acceleration satisfies $a = 3 \mathrm{m/s}^2$. 2. Change in Velocity satisfies $\Delta v = a, t$. 3. Compute $\Delta v = 3 \times 2.5 = 7.5 \mathrm{m/s}$.",Images/Calc_Q_7.png,m/s,
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $t = 2.5$ seconds?",How would you calculate the velocity equation?,Differentiate acceleration equation,Integrate acceleration equation,Use Pythagorean theorem,Integrate velocity equation,2,"Incorrect, velocity is the integral of acceleration not its derivative.","Correct, you integrate acceleration to get velocity.","Incorrect, Pythagorean theorem does not apply here.","Incorrect, integrating the velocity equation is not how you get velocity.",7.5,7.5,"1. Acceleration satisfies $a = 3 \mathrm{m/s}^2$. 2. Change in Velocity satisfies $\Delta v = a, t$. 3. Compute $\Delta v = 3 \times 2.5 = 7.5 \mathrm{m/s}$.",Images/Calc_Q_7.png,m/s,
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $t = 2.5$ seconds?",How do you integrate an equation in the form $y'(t)=x^n$ (n cannot equal -1)?,Integral Transfer Function: $nx^{n-1}+C$,Integral Transfer Function: $xnt^{n-1}$,Integral Transfer Function: $\frac{x}{n+1}t^{n+1}+C$,Integral Transfer Function: $xn^{x-1}+C$,3,"Incorrect, this is the power rule for differentiation, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $x^n$ is $x^{n+1}/(n+1)+C$.","Incorrect, exponent and base relationship is wrong.",7.5,7.5,"1. Acceleration satisfies $a = 3 \mathrm{m/s}^2$. 2. Change in Velocity satisfies $\Delta v = a, t$. 3. Compute $\Delta v = 3 \times 2.5 = 7.5 \mathrm{m/s}$.",Images/Calc_Q_7.png,m/s,
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $t = 2.5$ seconds?",What is the equation for velocity with respect to time?,$v(t)=3t^2+v_0$,$v(t)=3+v_0$,$v(t)=3t^2+v_0 t$,$v(t)=3t+v_0$,4,"Incorrect, integrating constant acceleration yields a linear term not $t^2$.","Incorrect, velocity changes with time so there must be a $t$ term.","Incorrect, the initial velocity multiplies time but the acceleration term was integrated incorrectly.","Correct, $\int3, dt =3t$ so $v(t)=3t+v_0$.",7.5,7.5,"1. Acceleration satisfies $a = 3 \mathrm{m/s}^2$. 2. Change in Velocity satisfies $\Delta v = a, t$. 3. Compute $\Delta v = 3 \times 2.5 = 7.5 \mathrm{m/s}$.",Images/Calc_Q_7.png,m/s,
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $t = 2.5$ seconds?","What is the value of $v_x(t)$ when $t=2.5\text{ s}$, assuming $v_{0x}=0$?",,,,,,,,,,7.5,7.5,"1. Acceleration satisfies $a = 3 \mathrm{m/s}^2$. 2. Change in Velocity satisfies $\Delta v = a, t$. 3. Compute $\Delta v = 3 \times 2.5 = 7.5 \mathrm{m/s}$.",Images/Calc_Q_7.png,m/s,
Calculus,8,Applied Differentiation 2,The velocity of an object that had a constant acceleration changed from $4 \mathrm{m/s}$ to $-8 \mathrm{m/s}$ in $6$ seconds. When was the velocity zero (i.e. $v(t)=0$)?,What is the definition of acceleration?,change in distance/change in time,change in velocity/change in time,change in time/change in velocity,change in velocity*change in time,2,"Incorrect, that s speed not acceleration.","Correct, acceleration is change in velocity/change in time.","Incorrect, that s the reciprocal of acceleration.","Incorrect, acceleration is a ratio not product.",2,2,1. Acceleration satisfies $a = \dfrac{\Delta v}{\Delta t} = \dfrac{-8 - 4}{6}.$ 2. Compute $a = \dfrac{-12}{6} = -2 \mathrm{m/s}^2.$ 3. Velocity satisfies $v(t) = v_0 + at = 4 + (-2)t = 4 - 2t.$ 4. Solve $v(t)=0$: $4 - 2t = 0 \Longrightarrow t = 2 \mathrm{s}.$,,s,
Calculus,8,Applied Differentiation 2,The velocity of an object that had a constant acceleration changed from $4 \mathrm{m/s}$ to $-8 \mathrm{m/s}$ in $6$ seconds. When was the velocity zero (i.e. $v(t)=0$)?,What is the acceleration?,$0.667 \mathrm{m/s^2}$,$6 \mathrm{m/s^2}$,$4 \mathrm{m/s^2}$,$-2 \mathrm{m/s^2}$,4,"Incorrect, check the change in velocity over time.","Incorrect, acceleration is not 6 m/s here.","Incorrect, initial velocity was 4 to 8 so change is 12.","$Correct, acceleration = ( 8 4)/6 = 2 m/s .$",2,2,1. Acceleration satisfies $a = \dfrac{\Delta v}{\Delta t} = \dfrac{-8 - 4}{6}.$ 2. Compute $a = \dfrac{-12}{6} = -2 \mathrm{m/s}^2.$ 3. Velocity satisfies $v(t) = v_0 + at = 4 + (-2)t = 4 - 2t.$ 4. Solve $v(t)=0$: $4 - 2t = 0 \Longrightarrow t = 2 \mathrm{s}.$,,s,
Calculus,8,Applied Differentiation 2,The velocity of an object that had a constant acceleration changed from $4 \mathrm{m/s}$ to $-8 \mathrm{m/s}$ in $6$ seconds. When was the velocity zero (i.e. $v(t)=0$)?,What is the equation for constant acceleration?,$a=0.667$,$a=6$,$a=4$,$a=-2$,4,"Incorrect, that s the reciprocal acceleration value.","Incorrect, acceleration is not 6 here.","Incorrect, that s the initial speed value.","Correct, $a=-2 \mathrm{m/s^2}$ constant.",2,2,1. Acceleration satisfies $a = \dfrac{\Delta v}{\Delta t} = \dfrac{-8 - 4}{6}.$ 2. Compute $a = \dfrac{-12}{6} = -2 \mathrm{m/s}^2.$ 3. Velocity satisfies $v(t) = v_0 + at = 4 + (-2)t = 4 - 2t.$ 4. Solve $v(t)=0$: $4 - 2t = 0 \Longrightarrow t = 2 \mathrm{s}.$,,s,
Calculus,8,Applied Differentiation 2,The velocity of an object that had a constant acceleration changed from $4 \mathrm{m/s}$ to $-8 \mathrm{m/s}$ in $6$ seconds. When was the velocity zero (i.e. $v(t)=0$)?,How would you calculate the velocity equation?,differentiate acceleration equation,integrate acceleration equation,use pythagorean theorem,integrate velocity equation,2,"Incorrect, velocity comes from integrating acceleration.","Correct, integrate acceleration to get velocity.","Incorrect, Pythagorean theorem is not relevant.","Incorrect, you integrate acceleration, not velocity.",2,2,1. Acceleration satisfies $a = \dfrac{\Delta v}{\Delta t} = \dfrac{-8 - 4}{6}.$ 2. Compute $a = \dfrac{-12}{6} = -2 \mathrm{m/s}^2.$ 3. Velocity satisfies $v(t) = v_0 + at = 4 + (-2)t = 4 - 2t.$ 4. Solve $v(t)=0$: $4 - 2t = 0 \Longrightarrow t = 2 \mathrm{s}.$,,s,
Calculus,8,Applied Differentiation 2,The velocity of an object that had a constant acceleration changed from $4 \mathrm{m/s}$ to $-8 \mathrm{m/s}$ in $6$ seconds. When was the velocity zero (i.e. $v(t)=0$)?,How do you integrate an equation in the form $y'(t)=x^n$ (n 1)?,Integral Transfer Function: $nx^{n-1}+C$,Integral Transfer Function: $xnt^{n-1}$,Integral Transfer Function: $\tfrac{x}{n+1}t^{n+1}+C$,Integral Transfer Function: $xn^{x-1}+C$,3,"Incorrect, that s the power rule for differentiation.","Incorrect, this misplaces exponent and base.","Correct, $\displaystyle\int x^n dt=\tfrac{t^{n+1}}{n+1}+C$.","Incorrect, exponent relationship is wrong.",2,2,1. Acceleration satisfies $a = \dfrac{\Delta v}{\Delta t} = \dfrac{-8 - 4}{6}.$ 2. Compute $a = \dfrac{-12}{6} = -2 \mathrm{m/s}^2.$ 3. Velocity satisfies $v(t) = v_0 + at = 4 + (-2)t = 4 - 2t.$ 4. Solve $v(t)=0$: $4 - 2t = 0 \Longrightarrow t = 2 \mathrm{s}.$,,s,
